run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	instrument_model	experiment_alias	fastq_bytes	fastq_ftp	submitted_bytes	submitted_ftp	sra_bytes	sra_ftp	sample_alias	bam_ftp	bam_bytes
SRR19762696	SAMN29221248	SRX15807358	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02896_batch05_rep1	2661427072;2657061032	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/096/SRR19762696/SRR19762696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/096/SRR19762696/SRR19762696_2.fastq.gz			3863430138	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/096/SRR19762696/SRR19762696.lite	HG02896		
SRR19762697	SAMN29221247	SRX15807357	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02888_batch03_rep1	1673183973;1679513940	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/097/SRR19762697/SRR19762697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/097/SRR19762697/SRR19762697_2.fastq.gz			2377495388	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/097/SRR19762697/SRR19762697.lite	HG02888		
SRR19762718	SAMN29220940	SRX15807336	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00151_batch04_rep1	1236582545;1239887546	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/018/SRR19762718/SRR19762718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/018/SRR19762718/SRR19762718_2.fastq.gz			1814006630	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/018/SRR19762718/SRR19762718.lite	HG00151		
SRR19762702	SAMN29221196	SRX15807356	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02471_batch17_rep1	4066423155;4063104629	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR19762702/SRR19762702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR19762702/SRR19762702_2.fastq.gz			5778254266	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/002/SRR19762702/SRR19762702.lite	HG02471		
SRR19762723	SAMN29221141	SRX15807335	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02058_batch04_rep1	1681645290;1686476512	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/023/SRR19762723/SRR19762723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/023/SRR19762723/SRR19762723_2.fastq.gz			2445562956	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/023/SRR19762723/SRR19762723.lite	HG02058		
SRR19762703	SAMN29221191	SRX15807351	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02425_batch15_rep1	1291365563;1291817480	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/003/SRR19762703/SRR19762703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/003/SRR19762703/SRR19762703_2.fastq.gz			1835851429	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/003/SRR19762703/SRR19762703.lite	HG02425		
SRR19762704	SAMN29221190	SRX15807350	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02409_batch07_rep1	1774285058;1778358000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR19762704/SRR19762704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR19762704/SRR19762704_2.fastq.gz			2527546319	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/004/SRR19762704/SRR19762704.lite	HG02409		
SRR19762729	SAMN29221095	SRX15807326	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01762_batch01_rep1	1625556950;1628360195	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/029/SRR19762729/SRR19762729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/029/SRR19762729/SRR19762729_2.fastq.gz			2313424466	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/029/SRR19762729/SRR19762729.lite	HG01762		
SRR19762707	SAMN29221186	SRX15807345	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02373_batch09_rep1	1892871343;1898900978	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR19762707/SRR19762707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR19762707/SRR19762707_2.fastq.gz			2730853539	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/007/SRR19762707/SRR19762707.lite	HG02373		
SRR19762709	SAMN29220944	SRX15807349	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00183_batch01_rep2	1561631885;1564674837	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR19762709/SRR19762709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR19762709/SRR19762709_2.fastq.gz			2219704863	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/009/SRR19762709/SRR19762709.lite	HG00183		
SRR19762730	SAMN29221097	SRX15807328	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01771_batch12_rep1	1593199017;1595171908	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/030/SRR19762730/SRR19762730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/030/SRR19762730/SRR19762730_2.fastq.gz			2286450036	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/030/SRR19762730/SRR19762730.lite	HG01771		
SRR19762713	SAMN29221144	SRX15807339	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02089_batch02_rep1	1771842326;1773763440	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/013/SRR19762713/SRR19762713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/013/SRR19762713/SRR19762713_2.fastq.gz			2508472676	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/013/SRR19762713/SRR19762713.lite	HG02089		
SRR19762714	SAMN29221143	SRX15807338	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02069_batch12_rep1	1505948848;1509824799	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/014/SRR19762714/SRR19762714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/014/SRR19762714/SRR19762714_2.fastq.gz			2178734252	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/014/SRR19762714/SRR19762714.lite	HG02069		
SRR19762732	SAMN29220937	SRX15807322	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00142_batch10_rep1	1530839135;1538918291	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/032/SRR19762732/SRR19762732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/032/SRR19762732/SRR19762732_2.fastq.gz			2171806576	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/032/SRR19762732/SRR19762732.lite	HG00142		
SRR19762715	SAMN29221145	SRX15807340	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02090_batch09_rep1	2321449278;2328711125	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/015/SRR19762715/SRR19762715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/015/SRR19762715/SRR19762715_2.fastq.gz			3322764343	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/015/SRR19762715/SRR19762715.lite	HG02090		
SRR19762720	SAMN29221138	SRX15807332	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02031_batch15_rep1	1383170244;1384894818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/020/SRR19762720/SRR19762720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/020/SRR19762720/SRR19762720_2.fastq.gz			1966372858	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/020/SRR19762720/SRR19762720.lite	HG02031		
SRR19762738	SAMN29221086	SRX15807316	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01610_batch03_rep1	1402878787;1411498245	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/038/SRR19762738/SRR19762738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/038/SRR19762738/SRR19762738_2.fastq.gz			1995229312	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/038/SRR19762738/SRR19762738.lite	HG01610		
SRR19762736	SAMN29221089	SRX15807319	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01630_batch13_rep1	1684932294;1686828928	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/036/SRR19762736/SRR19762736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/036/SRR19762736/SRR19762736_2.fastq.gz			2409419099	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/036/SRR19762736/SRR19762736.lite	HG01630		
SRR19762741	SAMN29221044	SRX15807311	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01271_batch11_rep1	1177463438;1180754808	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/041/SRR19762741/SRR19762741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/041/SRR19762741/SRR19762741_2.fastq.gz			1738079917	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/041/SRR19762741/SRR19762741.lite	HG01271		
SRR19762743	SAMN29221045	SRX15807312	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01277_batch06_rep1	1457376196;1476462630	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/043/SRR19762743/SRR19762743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/043/SRR19762743/SRR19762743_2.fastq.gz			2092526230	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/043/SRR19762743/SRR19762743.lite	HG01277		
SRR19762737	SAMN29221091	SRX15807321	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01682_batch10_rep1	1841853002;1850120991	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/037/SRR19762737/SRR19762737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/037/SRR19762737/SRR19762737_2.fastq.gz			2635301272	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/037/SRR19762737/SRR19762737.lite	HG01682		
SRR19762744	SAMN29221047	SRX15807314	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01312_batch01_rep1	1624607378;1628396548	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/044/SRR19762744/SRR19762744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/044/SRR19762744/SRR19762744_2.fastq.gz			2314649389	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/044/SRR19762744/SRR19762744.lite	HG01312		
SRR19762753	SAMN29221011	SRX15807300	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00740_batch16_rep1	1070339790;1071254122	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/053/SRR19762753/SRR19762753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/053/SRR19762753/SRR19762753_2.fastq.gz			1522631917	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/053/SRR19762753/SRR19762753.lite	HG00740		
SRR19762739	SAMN29221085	SRX15807315	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01607_batch04_rep1	1490231132;1489520872	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/039/SRR19762739/SRR19762739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/039/SRR19762739/SRR19762739_2.fastq.gz			2187122134	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/039/SRR19762739/SRR19762739.lite	HG01607		
SRR19762754	SAMN29221009	SRX15807298	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00731_batch09_rep1	1626379971;1631243859	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/054/SRR19762754/SRR19762754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/054/SRR19762754/SRR19762754_2.fastq.gz			2333547888	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/054/SRR19762754/SRR19762754.lite	HG00731		
SRR19762755	SAMN29221008	SRX15807297	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00728_batch01_rep1	1498380200;1501195757	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/055/SRR19762755/SRR19762755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/055/SRR19762755/SRR19762755_2.fastq.gz			2132457109	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/055/SRR19762755/SRR19762755.lite	HG00728		
SRR19762742	SAMN29221043	SRX15807310	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01260_batch14_rep1	2305962494;2309179340	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/042/SRR19762742/SRR19762742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/042/SRR19762742/SRR19762742_2.fastq.gz			3288313795	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/042/SRR19762742/SRR19762742.lite	HG01260		
SRR19762756	SAMN29221010	SRX15807299	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00737_batch12_rep1	1468158517;1471452980	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/056/SRR19762756/SRR19762756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/056/SRR19762756/SRR19762756_2.fastq.gz			2117816279	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/056/SRR19762756/SRR19762756.lite	HG00737		
SRR19762759	SAMN29221006	SRX15807295	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00704_batch15_rep1	1372740503;1375745214	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/059/SRR19762759/SRR19762759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/059/SRR19762759/SRR19762759_2.fastq.gz			1975546125	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/059/SRR19762759/SRR19762759.lite	HG00704		
SRR19762762	SAMN29220931	SRX15807290	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00121_batch02_rep2	1385428428;1387671901	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/062/SRR19762762/SRR19762762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/062/SRR19762762/SRR19762762_2.fastq.gz			1966509112	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/062/SRR19762762/SRR19762762.lite	HG00121		
SRR19762765	SAMN29220925	SRX15807289	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00100_batch04_rep1	1068877254;1070866341	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/065/SRR19762765/SRR19762765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/065/SRR19762765/SRR19762765_2.fastq.gz			1561087141	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/065/SRR19762765/SRR19762765.lite	HG00100		
SRR19762766	SAMN29220924	SRX15807288	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00096_batch16_rep1	1052227504;1058157547	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/066/SRR19762766/SRR19762766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/066/SRR19762766/SRR19762766_2.fastq.gz			1551396335	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/066/SRR19762766/SRR19762766.lite	HG00096		
SRR19762768	SAMN29221212	SRX15806989	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02597_batch08_rep1	1149672426;1157411823	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/068/SRR19762768/SRR19762768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/068/SRR19762768/SRR19762768_2.fastq.gz			1668403218	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/068/SRR19762768/SRR19762768.lite	HG02597		
SRR19762745	SAMN29221042	SRX15807309	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01251_batch07_rep1	1295752378;1297657920	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/045/SRR19762745/SRR19762745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/045/SRR19762745/SRR19762745_2.fastq.gz			1852091440	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/045/SRR19762745/SRR19762745.lite	HG01251		
SRR19762748	SAMN29221040	SRX15807306	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01242_batch07_rep1	1825139969;1827718484	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/048/SRR19762748/SRR19762748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/048/SRR19762748/SRR19762748_2.fastq.gz			2593790934	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/048/SRR19762748/SRR19762748.lite	HG01242		
SRR19762769	SAMN29221214	SRX15806991	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02611_batch10_rep1	1843119681;1852013755	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/069/SRR19762769/SRR19762769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/069/SRR19762769/SRR19762769_2.fastq.gz			2624330012	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/069/SRR19762769/SRR19762769.lite	HG02611		
SRR19762770	SAMN29220945	SRX15807582	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00185_batch04_rep1	1165171287;1168352470	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/070/SRR19762770/SRR19762770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/070/SRR19762770/SRR19762770_2.fastq.gz			1705702403	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/070/SRR19762770/SRR19762770.lite	HG00185		
SRR19762751	SAMN29221037	SRX15807303	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01188_batch15_rep1	1340193773;1341347198	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/051/SRR19762751/SRR19762751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/051/SRR19762751/SRR19762751_2.fastq.gz			1906011396	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/051/SRR19762751/SRR19762751.lite	HG01188		
SRR19762771	SAMN29221209	SRX15807581	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02574_batch09_rep1	1629924676;1635660482	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/071/SRR19762771/SRR19762771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/071/SRR19762771/SRR19762771_2.fastq.gz			2339728665	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/071/SRR19762771/SRR19762771.lite	HG02574		
SRR19762772	SAMN29221182	SRX15807579	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02337_batch02_rep1	1538638342;1540570988	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/072/SRR19762772/SRR19762772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/072/SRR19762772/SRR19762772_2.fastq.gz			2185356052	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/072/SRR19762772/SRR19762772.lite	HG02337		
SRR19762758	SAMN29221007	SRX15807296	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00705_batch05_rep1	2236670542;2234821475	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/058/SRR19762758/SRR19762758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/058/SRR19762758/SRR19762758_2.fastq.gz			3238277379	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/058/SRR19762758/SRR19762758.lite	HG00705		
SRR19762774	SAMN29220944	SRX15807576	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00183_batch01_rep1	1214061890;1216112685	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/074/SRR19762774/SRR19762774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/074/SRR19762774/SRR19762774_2.fastq.gz			1724445488	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/074/SRR19762774/SRR19762774.lite	HG00183		
SRR19762776	SAMN29221183	SRX15807580	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02348_batch06_rep1	1481575264;1501331666	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/076/SRR19762776/SRR19762776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/076/SRR19762776/SRR19762776_2.fastq.gz			2115157292	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/076/SRR19762776/SRR19762776.lite	HG02348		
SRR19762763	SAMN29221003	SRX15807292	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00657_batch09_rep1	1844295810;1850182053	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/063/SRR19762763/SRR19762763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/063/SRR19762763/SRR19762763_2.fastq.gz			2644342340	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/063/SRR19762763/SRR19762763.lite	HG00657		
SRR19762777	SAMN29221179	SRX15807575	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02323_batch14_rep1	1473863619;1475764347	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/077/SRR19762777/SRR19762777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/077/SRR19762777/SRR19762777_2.fastq.gz			2117580892	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/077/SRR19762777/SRR19762777.lite	HG02323		
SRR19762779	SAMN29221176	SRX15807572	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02301_batch16_rep1	1607995239;1618268054	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/079/SRR19762779/SRR19762779_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/079/SRR19762779/SRR19762779_2.fastq.gz			2361576830	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/079/SRR19762779/SRR19762779.lite	HG02301		
SRR19762764	SAMN29221005	SRX15807294	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00693_batch15_rep1	1366759171;1366808705	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/064/SRR19762764/SRR19762764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/064/SRR19762764/SRR19762764_2.fastq.gz			1941989750	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/064/SRR19762764/SRR19762764.lite	HG00693		
SRR19762781	SAMN29221173	SRX15807569	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02282_batch13_rep1	1744383214;1746035896	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/081/SRR19762781/SRR19762781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/081/SRR19762781/SRR19762781_2.fastq.gz			2498809248	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/081/SRR19762781/SRR19762781.lite	HG02282		
SRR19762780	SAMN29221174	SRX15807570	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02283_batch02_rep1	1574787962;1577318421	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/080/SRR19762780/SRR19762780_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/080/SRR19762780/SRR19762780_2.fastq.gz			2231447119	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/080/SRR19762780/SRR19762780.lite	HG02283		
SRR19762782	SAMN29221175	SRX15807571	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02292_batch07_rep1	1455490863;1465284069	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/082/SRR19762782/SRR19762782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/082/SRR19762782/SRR19762782_2.fastq.gz			2111924867	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/082/SRR19762782/SRR19762782.lite	HG02292		
SRR19762784	SAMN29221172	SRX15807568	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02281_batch15_rep1	1448212728;1450480268	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/084/SRR19762784/SRR19762784_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/084/SRR19762784/SRR19762784_2.fastq.gz			2062885517	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/084/SRR19762784/SRR19762784.lite	HG02281		
SRR19762785	SAMN29221171	SRX15807567	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02274_batch05_rep1	2630976801;2624721351	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/085/SRR19762785/SRR19762785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/085/SRR19762785/SRR19762785_2.fastq.gz			3813432977	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/085/SRR19762785/SRR19762785.lite	HG02274		
SRR19762786	SAMN29221133	SRX15807565	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01973_batch03_rep1	1547035738;1552116905	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/086/SRR19762786/SRR19762786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/086/SRR19762786/SRR19762786_2.fastq.gz			2196575094	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/086/SRR19762786/SRR19762786.lite	HG01973		
SRR19762787	SAMN29220939	SRX15807563	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00148_batch11_rep2	1600651933;1605281833	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/087/SRR19762787/SRR19762787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/087/SRR19762787/SRR19762787_2.fastq.gz			2326586902	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/087/SRR19762787/SRR19762787.lite	HG00148		
